author,date,id,iso,original_review,original_title,predicted_langs/0,predicted_langs/1,predicted_langs/2,predicted_langs/3,predicted_langs/4,product,review,stars,title,version,weight
Abody 0861,2015-10-21T13:39:49,14831371782L4vksOfbl7qSO0kvFpNVR2Q,ZZ,"Great app, great features. Can't send anymore when you go outside US to Amsterdam. And when receiving from existing person its starts a second conversation, not continuing in existing conversation. Neither of these are carrier issues as Google Messenger works fine. So five stars for feature richness, one star down as it is not usable outside US.",Great app. Small issue,en,,,,,14831371782,"Great app, great features. Can't send anymore when you go outside US to Amsterdam. And when receiving from existing person its starts a second conversation, not continuing in existing conversation. Neither of these are carrier issues as Google Messenger works fine. So five stars for feature richness, one star down as it is not usable outside US.",4.00,Great app. Small issue,3.7,0
Kristina Marie T. Ricacho,2015-10-21T13:33:14,14831371782LUMMZjVhsS1JOopE3Ikedww,ZZ,What happen to textra? This used to be great and amazing. I think textra is having trouble with sending sms. Because my recipient haven't received any sms from me but i can see that textra has already delivered my sms. Please fix this? I have been tryna figur out this issue for 3 days by chaging phone or number because i thought the issue isn't with the app but what i found out when i disabled textra and downloaded another messaging app is that the issue is with the app. So please fix the app,I love textra but what happen with this update?,en,,,,,14831371782,What happen to textra? This used to be great and amazing. I think textra is having trouble with sending sms. Because my recipient haven't received any sms from me but i can see that textra has already delivered my sms. Please fix this? I have been tryna figur out this issue for 3 days by chaging phone or number because i thought the issue isn't with the app but what i found out when i disabled textra and downloaded another messaging app is that the issue is with the app. So please fix the app,2.00,I love textra but what happen with this update?,3.7,0
Kyle Marshall,2015-10-21T13:29:59,14831371782Lc_rRbrMYF-wGiKD6yy6xNA,ZZ,"Full customization, you'll love it!",Best 3rd Party Text App,en,la,fr,is,lmo,14831371782,"Full customization, you'll love it!",4.00,Best 3rd Party Text App,3.7,0
Christopher Brewer,2015-10-21T13:00:32,14831371782Lk2-_zWRmH4gR4pkrWXY4UA,ZZ,"Works great.    The only complaint that I have about it is that when you open the app from a notification, it opens to the last person you sent a message to, regardless if they are the one you got the message notification from or not.    This has lead to some very confused people at times when I send them a message intended for someone else. :)",,en,,,,,14831371782,"Works great.    The only complaint that I have about it is that when you open the app from a notification, it opens to the last person you sent a message to, regardless if they are the one you got the message notification from or not.    This has lead to some very confused people at times when I send them a message intended for someone else. :)",4.00,,3.7,0
Emeka Anyanwu,2015-10-21T12:44:24,14831371782LRfzBtflT5b8pavHwWEogaQ,ZZ,Started using Textra for the unread texts reminder. I work in a hospital and have my pages forwarded to my phone by text. I wanted my phone to remind me when I haven't read a page yet just like my physical beeper would. Textra does just that and has a whole bunch of other features as well.,Specific Use Case,en,,,,,14831371782,Started using Textra for the unread texts reminder. I work in a hospital and have my pages forwarded to my phone by text. I wanted my phone to remind me when I haven't read a page yet just like my physical beeper would. Textra does just that and has a whole bunch of other features as well.,5.00,Specific Use Case,3.7,0
Terri Butler,2015-10-21T12:40:53,14831371782LJ_Qv8HBxMZLwcRdm59hH7w,ZZ,Textra is an awesome app for all of my texting needs.,,en,,,,,14831371782,Textra is an awesome app for all of my texting needs.,5.00,,3.7,0
Amber Mathers,2015-10-21T12:28:29,14831371782L50zpDTmEiWilE810Mo6Q5A,ZZ,Like it. But would love time stamps on all messages and not only on the last message.,Missing Time Stamps,en,,,,,14831371782,Like it. But would love time stamps on all messages and not only on the last message.,3.00,Missing Time Stamps,3.7,0
Taylor Marie,2015-10-21T12:02:00,14831371782LFCxSBSrjq_snVAEf_H-Mxw,ZZ,I cant send messages to multiple recepients it says that I need to activate the mms. Wtf? I dont need to activate the mms just to send multiple recepients gonna uninstall this and get back to my old messaging app,Zzz,en,,,,,14831371782,I cant send messages to multiple recepients it says that I need to activate the mms. Wtf? I dont need to activate the mms just to send multiple recepients gonna uninstall this and get back to my old messaging app,1.00,Zzz,3.7,0
Beau Dinn,2015-10-21T11:44:52,14831371782LzZafHjC6oYeGR35eyaBTsA,ZZ,"Add the ability to scroll through the messages, and add pre-made replies to get away from always having to voice chat your message",Please improve Android Wear support,en,,,,,14831371782,"Add the ability to scroll through the messages, and add pre-made replies to get away from always having to voice chat your message",3.00,Please improve Android Wear support,3.7,0
andrew harvey,2015-10-21T11:00:45,14831371782L8kquznhhi69--xJUuB8xvg,ZZ,Is work well,Good,af,nl,en,,,14831371782,Is work well,5.00,Good,3.7,0
Anna Kubetin,2015-10-21T10:59:08,14831371782LykysZaqg_00Z5SS9GVJv6Q,ZZ,I keep getting MMS failure messages and my texts don't send to groups. I don't know how to configure the MMS myself so that alert message is useless.,MMS Error,en,,,,,14831371782,I keep getting MMS failure messages and my texts don't send to groups. I don't know how to configure the MMS myself so that alert message is useless.,1.00,MMS Error,3.7,0
Toni miller,2015-10-21T10:30:45,14831371782LWtAADmRU2tQ0nOOyc7xhJg,ZZ,"This app is great but, it DOESN'T SEND my texts at all. Please fix this issue",ERROR message when sending texts,en,,,,,14831371782,"This app is great but, it DOESN'T SEND my texts at all. Please fix this issue",2.00,ERROR message when sending texts,3.7,0
DIPAK DESAI,2015-10-21T10:20:29,14831371782LVLfDjr0qnDVGxH-E02xP8g,ZZ,"The best app i have seen.unfortunately now no one is using sms.  Its not only best sms app. But it is also one of the best android app. Fantastic job. It will be the best if Memo , to do list apps looks like and work like this app.",About to be a best app,en,,,,,14831371782,"The best app i have seen.unfortunately now no one is using sms.  Its not only best sms app. But it is also one of the best android app. Fantastic job. It will be the best if Memo , to do list apps looks like and work like this app.",5.00,About to be a best app,3.7,0
Milan Ďaďo,2015-10-21T10:13:25,14831371782LhGmROve25qhPjYr6FNOlCA,ZZ,"I Great app,  but since I own smartphone with 2 sim cards, I miss this feature in the app.","Great app, but please add 2 SIM support",en,,,,,14831371782,"I Great app,  but since I own smartphone with 2 sim cards, I miss this feature in the app.",4.00,"Great app, but please add 2 SIM support",3.7,0
mtcooley,2015-10-21T09:07:35,14831371782Lov3cCFDBhr83NPOeMbaHmA,ZZ,I really love this app!,,en,,,,,14831371782,I really love this app!,5.00,,3.7,0
Allan Jeffrey,2015-10-21T08:55:58,14831371782LHvg1IBY2Fp1Nzzg4lNe5Ng,ZZ,A neat app that handles my texts with ease and looks good.,textra,en,,,,,14831371782,A neat app that handles my texts with ease and looks good.,4.00,textra,3.7,0
Carmen Dulude,2015-10-21T08:44:44,14831371782L39Y4uP849FNeULem1yBR-A,ZZ,The app is good but if you don't stop the texts I will switch,"Stop the texts, they are annoying",en,,,,,14831371782,The app is good but if you don't stop the texts I will switch,2.00,"Stop the texts, they are annoying",3.7,0
John Zachariou,2015-10-21T08:22:58,14831371782L0raaOEthhXpCJIQ-cWkxNQ,ZZ,"I really like this app. If I could ask for something is multiple background themes.Other than that it's simple, elegant and it does what it supposes to.",Great!,en,,,,,14831371782,"I really like this app. If I could ask for something is multiple background themes.Other than that it's simple, elegant and it does what it supposes to.",5.00,Great!,3.7,0
A Google user,2015-10-21T07:52:41,14831371782Ls0kLGKbbR-wP58cx2dmh1Q,ZZ,Minus a star for periodically sending me fake texts asking for reviews etc. (even after buying 'pro'). At worst these should be opt-in.,Almost perfect,en,,,,,14831371782,Minus a star for periodically sending me fake texts asking for reviews etc. (even after buying 'pro'). At worst these should be opt-in.,4.00,Almost perfect,3.7,0
sofia santos,2015-10-21T07:22:13,14831371782LJCgRRzdLbUbAsXJB8CVwIg,ZZ,I already loved this application but it has no sim 1&2 options! Pls the next time you will update this app. Pls do have an options for dual sim,No sim 1&2 support,en,,,,,14831371782,I already loved this application but it has no sim 1&2 options! Pls the next time you will update this app. Pls do have an options for dual sim,2.00,No sim 1&2 support,3.5,0
Charles Jr. Akoede,2015-10-21T07:20:39,14831371782LPYuXyBachlr7yE3aAMIRdQ,ZZ,"I love this app, everything about it is perfect, notifications are in real time. But it has an issue with dual sim phones, I use tecno c8 and I can only send messages on sim 1 by default. I want a situation I can send messages from both sim slot, please fix this fast and get my 5star+.",Best there is,en,,,,,14831371782,"I love this app, everything about it is perfect, notifications are in real time. But it has an issue with dual sim phones, I use tecno c8 and I can only send messages on sim 1 by default. I want a situation I can send messages from both sim slot, please fix this fast and get my 5star+.",4.00,Best there is,3.7,0
Phillip Jensen,2015-10-21T06:47:34,14831371782L1B7TY3rAfl_Bp0NaAaZvVQ,ZZ,"I don't have swiftkey, I've tried finding the answer everywhere. My phone is the LG Optimus. After 48 hours of use or so, I'll get the Textra has stopped responding message and that's it, I have to reinstall as it simply will not work until I do so. The app is a five star app without this issue. Please help!","Textra, great until constant crashing",en,,,,,14831371782,"I don't have swiftkey, I've tried finding the answer everywhere. My phone is the LG Optimus. After 48 hours of use or so, I'll get the Textra has stopped responding message and that's it, I have to reinstall as it simply will not work until I do so. The app is a five star app without this issue. Please help!",3.00,"Textra, great until constant crashing",,0
Marie S.,2015-10-21T06:18:31,14831371782L11grkFtvEllFLXX7cCDH9g,ZZ,The problem has been fixed. I needed to fix the situation through another app. It was my phone! My apologies. ☺,UPDATE:,en,,,,,14831371782,The problem has been fixed. I needed to fix the situation through another app. It was my phone! My apologies. ☺,4.00,UPDATE:,3.7,0
Richard Engler,2015-10-21T05:44:40,14831371782LXZ-D1ztLl8UcG1sZP-2kKw,ZZ,Simply The Best!!!,,en,la,,,,14831371782,Simply The Best!!!,5.00,,3.7,0
marlon oliveros,2015-10-21T05:42:41,14831371782L64PTbKEN9igoljaYYF0rQA,ZZ,I find the themes and additional characters beneficial... nice app!,Cool,en,,,,,14831371782,I find the themes and additional characters beneficial... nice app!,4.00,Cool,3.7,0
Jawaan Cook,2015-10-21T04:58:06,14831371782LwPMWjOJ9l9fEKoOan-FeBw,ZZ,I sometimes receive messages a different time than when someone sends the message.,Textra,en,,,,,14831371782,I sometimes receive messages a different time than when someone sends the message.,3.00,Textra,3.7,0
Damien Walker,2015-10-21T04:27:41,14831371782LjFMNHKCymkkK_gU5iD3GTg,ZZ,"I have liked this app so much since I first downloaded it. One of my favorite features on this app was the ""temporarily turn on mobile data"" for sending MMS. But its gone now. ???? I will keep using Textra but I really wish you guys would put that feature back in!! ????",Reliable and intuitive.,en,,,,,14831371782,"I have liked this app so much since I first downloaded it. One of my favorite features on this app was the ""temporarily turn on mobile data"" for sending MMS. But its gone now. ???? I will keep using Textra but I really wish you guys would put that feature back in!! ????",5.00,Reliable and intuitive.,3.7,0
Joe Collum,2015-10-21T04:16:18,14831371782LDDWvHqD1DaIl_FayXLHcYQ,ZZ,A solid and smooth app.,Nice.,en,la,,,,14831371782,A solid and smooth app.,5.00,Nice.,3.7,0
terri johnson,2015-10-21T04:13:33,14831371782Lg4X0mdyCOh9ofkXP_6Qsfw,ZZ,"Love this, pro is cheap and makes the app FLAWLESS. I adore it Textra and will never use another! And I love the texts from the developer, I feel included and like they care about the users. Plus I learn awesome features i would never figure out on my own",Pro subscriber & love it,en,,,,,14831371782,"Love this, pro is cheap and makes the app FLAWLESS. I adore it Textra and will never use another! And I love the texts from the developer, I feel included and like they care about the users. Plus I learn awesome features i would never figure out on my own",5.00,Pro subscriber & love it,,0
Reena Seng,2015-10-21T04:07:11,14831371782LamYBnSBam-ozsBFj0Pymlg,ZZ,I love this app. Is there a way you can create different  themes or colors for the keyboard please? It would definitely make things look better. Thank you (:,Great app!,en,,,,,14831371782,I love this app. Is there a way you can create different  themes or colors for the keyboard please? It would definitely make things look better. Thank you (:,5.00,Great app!,3.7,0
Rachel Wood,2015-10-21T03:46:40,14831371782Lzrq-Qhc1K3YKSwJrtLts_Q,ZZ,"I'm loving this app but I'm not getting pictures that are being sent to me. A white icon pops up saying ""can't get MMS.. go to APN settings tap to retry""  I go to the APN settings but I have no idea what to configure manually. And I tap to retry and sometimes it works and sometimes it doesn't. I'm not in IT so idk what I'm doing!",Switched from GoSMS Pro,en,,,,,14831371782,"I'm loving this app but I'm not getting pictures that are being sent to me. A white icon pops up saying ""can't get MMS.. go to APN settings tap to retry""  I go to the APN settings but I have no idea what to configure manually. And I tap to retry and sometimes it works and sometimes it doesn't. I'm not in IT so idk what I'm doing!",2.00,Switched from GoSMS Pro,3.7,0
